,year_of_birth,low,mean,high
0,1922.0,-1.5083298172776747,0.0889980963425846,1.9269282016500227
1,1923.0,-1.0929354291808173,0.05369670610760662,1.42726281833828
2,1924.0,-0.8603328380198213,-0.038301861135201905,1.024365950956114
3,1925.0,-0.769274584374561,-0.08156717203007607,0.8291060902937143
4,1926.0,-0.5271712114001574,0.05811477001534102,0.7396780537687212
5,1927.0,-0.516450309043131,0.03596756815275494,0.6655458411144057
6,1928.0,-0.5099976803700177,0.006906958179824802,0.5852323117784319
7,1929.0,-0.5062768704952513,-0.01189862067585259,0.5211359348947064
8,1930.0,-0.4780447872737634,-0.014552202282794892,0.4873027459703113
9,1931.0,-0.48191813891354657,-0.04340176968532898,0.4097761746619824
10,1932.0,-0.49184785723872637,-0.05881006011316561,0.38281787075969587
11,1933.0,-0.5317823906630851,-0.0802288672406546,0.38728555439557105
12,1934.0,-0.6008878249378855,-0.09405880212958587,0.4225470852595609
13,1935.0,-0.555007652299617,-0.0020974892951742866,0.4925648556966368
14,1936.0,-0.6213637858620398,-0.047445922055542815,0.4757011777500055
15,1937.0,-0.688517230763195,-0.10899451069184908,0.4453938205843548
16,1938.0,-0.5797611899041069,0.04880346061587252,0.6553588563251065
17,1939.0,-0.6482612471830057,0.007215861277437595,0.6349487480276947
18,1940.0,-0.7178947928784843,-0.007232402866329903,0.6727439884002622
19,1941.0,-0.7669925670158637,0.013396340029769895,0.7482437272654328
20,1942.0,-0.6886765359692579,0.03599384751564178,0.7092524010505424
21,1943.0,-0.7087988914658699,0.007339896250112848,0.6901085752532785
22,1944.0,-0.7051765148410417,-0.0301625951138433,0.6273366503521439
23,1945.0,-0.7122916346985287,-0.03567805275110315,0.6215031950033368
24,1946.0,-0.7453895186904741,-0.05500970003849452,0.6118181635700058
25,1947.0,-0.7933448883923614,-0.07425671362035802,0.6340336246817289
26,1948.0,-0.8360712137711074,-0.09785819529034046,0.6406331825627216
27,1949.0,-0.8649228880824241,-0.12384009050639568,0.6551226410840892
28,1950.0,-0.7495446161022136,-0.03846791804747204,0.6810431047530571
29,1951.0,-0.7464183869546991,-0.03519109256329743,0.6862366655764806
30,1952.0,-0.7479211302887862,-0.03589798533751247,0.6880758021594316
31,1953.0,-0.7513716333189334,-0.03954436105834165,0.6930815281563555
32,1954.0,-0.7770198811178021,-0.04191486009997628,0.7091691342476133
33,1955.0,-0.8529942724957175,-0.014129239694949829,0.7960294901095302
34,1956.0,-0.8810483454447239,-0.036522385346419446,0.7898591508099189
35,1957.0,-0.7922963841159023,-0.03471246801049524,0.6818782809965007
36,1958.0,-0.8016366553145325,-0.03815544255794361,0.6834143577828222
37,1959.0,-0.793596628882209,-0.041861215565361945,0.6643380302460645
38,1960.0,-0.6205546062465478,-0.046694728242488125,0.4995261671886896
39,1961.0,-0.6363034498915092,-0.0606523172299839,0.4866704307552686
40,1962.0,-0.6430426706100157,-0.06571263468257858,0.48497296431795484
41,1963.0,-0.6503694655196961,-0.08438869278629914,0.46191467804048764
42,1964.0,-0.656587925115159,-0.08710965838592909,0.4625404264101992
43,1965.0,-0.6725757284295909,-0.0924286057012449,0.46150797252194736
44,1966.0,-0.6821897656601423,-0.1071332658070118,0.4306255511832392
45,1967.0,-0.7040904690858665,-0.11920464076912549,0.4129844660111298
46,1968.0,-0.716053881832686,-0.12973576725795744,0.40568727718507547
47,1969.0,-0.7181974461100045,-0.132597175390597,0.4033019634413096
48,1970.0,-0.7617484107483343,-0.1617748913668756,0.3710491601707336
49,1971.0,-0.774603022617967,-0.18549630300438763,0.3423833037874457
50,1972.0,-0.7808391900484831,-0.18837470540475795,0.3423833037874457
51,1973.0,-0.79388929615152,-0.19611566548561493,0.3373687636562294
52,1974.0,-0.8191048821728502,-0.2238802119553057,0.31436861700724184
53,1975.0,-0.8191048821728502,-0.2238802119553057,0.31436861700724184
54,1976.0,-0.8191048821728502,-0.22403123755364965,0.31436861700724184
55,1977.0,-0.8191048821728502,-0.22403123755364965,0.31436861700724184
56,1978.0,-0.8191048821728502,-0.22412315645733238,0.31436861700724184
57,1979.0,-0.818631185756539,-0.21470138099173736,0.3539837305850128
58,1980.0,-0.818631185756539,-0.2170210033882472,0.33954450542600506
